Country/Territory,Region,C/T,Edition,Status,PR rating,CL rating,A1,A2,A3,A,B1,B2,B3,B4,B,C1,C2,C3,C,Add Q,Add A,PR,D1,D2,D3,D4,D,E1,E2,E3,E,F1,F2,F3,F4,F,G1,G2,G3,G4,G,CL,Total
Oman,MENA,c,2018,NF,6,5,0,1,1,2,0,0,1,1,2,0,2,0,2,0,N/A,6,1,2,1,1,5,0,1,2,3,0,1,2,1,4,1,2,1,1,5,17,23
Pakistan,Asia,c,2018,PF,4,5,2,2,2,6,3,3,1,1,8,1,1,3,5,0,N/A,19,2,1,2,2,7,3,1,2,6,2,1,1,1,5,2,2,1,1,6,24,43
Pakistani Kashmir,Asia,t,2018,NF,6,5,1,2,1,4,1,1,1,1,4,1,1,1,3,2,N/A,9,1,1,2,2,6,1,1,2,4,1,1,1,0,3,2,2,1,1,6,19,28
Palau,Asia,c,2018,F,1,1,4,4,4,12,4,4,4,3,15,4,3,3,10,0,N/A,37,4,4,4,4,16,4,4,3,11,4,4,4,3,15,4,3,3,3,13,55,92
Panama,Americas,c,2018,F,2,2,4,4,4,12,4,4,4,3,15,4,2,2,8,0,N/A,35,3,4,4,4,15,4,4,3,11,2,2,3,3,10,4,3,3,2,12,48,83
Papua New Guinea,Asia,c,2018,PF,3,3,3,2,3,8,4,4,2,3,13,2,1,1,4,0,N/A,25,3,3,3,4,13,3,3,3,9,2,1,2,2,7,3,2,2,2,9,38,63
Paraguay,Americas,c,2018,PF,3,3,3,4,3,10,3,4,3,2,12,2,1,2,5,0,N/A,27,2,4,3,3,12,3,3,2,8,2,1,2,2,7,3,3,2,2,10,37,64
Peru,Americas,c,2018,F,2,3,4,4,3,11,4,4,3,2,13,3,2,2,7,0,N/A,31,3,4,4,4,15,3,3,2,8,2,2,2,2,8,4,3,2,2,11,42,73
Philippines,Asia,c,2018,PF,3,3,3,3,3,9,3,3,2,3,11,3,2,2,7,0,N/A,27,2,4,4,4,14,3,2,3,8,2,0,0,1,3,3,2,3,2,10,35,62
Poland,Europe,c,2018,F,1,2,4,4,4,12,4,4,4,4,16,3,3,2,8,0,N/A,36,3,4,3,4,14,3,3,4,10,1,3,4,3,11,4,4,3,3,14,49,85
Portugal,Europe,c,2018,F,1,1,4,4,4,12,4,4,4,4,16,4,3,4,11,0,N/A,39,4,4,4,4,16,4,4,4,12,4,4,3,4,15,4,4,4,3,15,58,97
Qatar,MENA,c,2018,NF,6,5,0,1,1,2,0,0,1,1,2,0,2,1,3,0,N/A,7,1,2,2,2,7,1,0,1,2,1,1,2,0,4,1,1,1,1,4,17,24
Romania,Europe,c,2018,F,2,2,4,4,3,11,4,4,3,3,14,4,3,3,10,0,N/A,35,3,3,4,4,14,4,4,3,11,3,3,3,3,12,4,2,3,3,12,49,84
Russia,Eurasia,c,2018,NF,7,6,0,0,0,0,1,0,1,1,3,0,1,1,2,0,N/A,5,0,1,1,1,3,1,0,2,3,1,1,0,0,2,2,1,2,2,7,15,20
Rwanda,SSA,c,2018,NF,6,6,0,1,1,2,0,0,0,1,1,1,2,2,5,0,N/A,8,0,3,1,0,4,0,1,1,2,0,1,0,1,2,2,2,2,1,7,15,23
Samoa,Asia,c,2018,F,2,2,3,3,3,9,3,3,3,3,12,3,3,3,9,0,N/A,30,3,3,4,4,14,4,3,3,10,4,3,4,3,14,3,3,3,3,12,50,80
San Marino,Europe,c,2018,F,1,1,4,4,4,12,4,4,4,3,15,4,3,4,11,0,N/A,38,3,4,4,4,15,4,4,4,12,4,4,4,4,16,4,4,4,4,16,59,97
Sao Tome and Principe,SSA,c,2018,F,2,2,4,4,3,11,4,4,3,3,14,4,2,3,9,0,N/A,34,3,4,4,4,15,4,3,3,10,3,3,3,3,12,4,3,2,2,11,48,82
Saudi Arabia,MENA,c,2018,NF,7,7,0,0,0,0,0,0,0,0,0,0,1,0,1,1,N/A,0,0,0,1,2,3,0,0,0,0,1,1,0,0,2,0,1,0,1,2,7,7
Senegal,SSA,c,2018,F,2,2,4,3,3,10,3,4,3,3,13,3,2,3,8,0,N/A,31,2,4,4,3,13,3,4,3,10,2,3,3,2,10,3,3,3,2,11,44,75
Serbia,Europe,c,2018,F,3,2,3,3,3,9,3,3,3,3,12,3,2,2,7,0,N/A,28,2,4,3,4,13,4,3,3,10,2,2,3,2,9,4,3,3,3,13,45,73
Seychelles,SSA,c,2018,PF,3,3,3,4,3,10,3,3,3,2,11,3,2,2,7,0,N/A,28,2,4,3,3,12,3,3,3,9,2,3,3,3,11,3,3,2,3,11,43,71
Sierra Leone,SSA,c,2018,PF,3,3,3,3,4,10,2,3,3,3,11,3,1,3,7,0,N/A,28,2,4,3,3,12,2,3,2,7,2,2,3,2,9,3,3,2,2,10,38,66
Singapore,Asia,c,2018,PF,4,4,1,2,1,4,2,2,2,2,8,2,3,2,7,0,N/A,19,2,3,2,3,10,2,1,1,4,1,2,2,2,7,3,3,3,3,12,33,52
Slovakia,Europe,c,2018,F,1,1,4,4,4,12,4,4,4,3,15,4,3,2,9,0,N/A,36,3,4,4,4,15,4,4,4,12,3,3,3,3,12,4,4,3,3,14,53,89
Slovenia,Europe,c,2018,F,1,1,4,4,4,12,4,4,4,4,16,4,3,4,11,0,N/A,39,3,3,4,4,14,4,4,4,12,3,4,4,3,14,4,4,3,3,14,54,93
Solomon Islands,Asia,c,2018,F,3,2,3,3,3,9,4,4,2,3,13,2,3,1,6,0,N/A,28,3,4,4,3,14,3,3,3,9,3,2,2,2,9,3,3,3,3,12,44,72
Somalia,SSA,c,2018,NF,7,7,0,0,0,0,1,0,0,0,1,0,0,0,0,0,N/A,1,1,0,1,1,3,1,1,0,2,0,0,0,0,0,0,1,0,0,1,6,7
Somaliland,SSA,t,2018,PF,4,5,3,0,2,5,3,3,2,2,10,1,1,2,4,0,N/A,19,1,2,2,2,7,1,2,2,5,2,2,1,2,7,2,2,1,1,6,25,44
South Africa,SSA,c,2018,F,2,2,4,4,4,12,3,3,3,4,13,2,2,3,7,0,N/A,32,3,4,4,4,15,4,4,4,12,3,2,2,2,9,3,3,2,2,10,46,78
South Korea,Asia,c,2018,F,2,2,4,4,3,11,3,4,3,3,13,4,3,2,9,0,N/A,33,3,4,3,4,14,4,3,4,11,4,3,3,3,13,4,3,3,3,13,51,84
South Ossetia,Eurasia,t,2018,NF,7,6,0,1,1,2,1,1,0,0,2,0,0,0,0,2,N/A,2,0,1,1,1,3,1,0,0,1,0,0,0,1,1,1,0,2,0,3,8,10
South Sudan,SSA,c,2018,NF,7,7,0,0,1,1,1,0,0,0,1,0,0,0,0,4,N/A,-2,0,1,1,0,2,1,0,1,2,0,0,0,0,0,0,0,0,0,0,4,2
Spain,Europe,c,2018,F,1,1,4,4,3,11,4,4,4,4,16,4,3,4,11,0,N/A,38,3,4,4,4,15,3,4,4,11,4,4,4,3,15,4,4,4,3,15,56,94
Sri Lanka,Asia,c,2018,PF,3,4,3,3,2,8,3,3,2,2,10,3,2,2,7,1,N/A,24,2,2,2,2,8,2,3,3,8,2,2,2,1,7,2,2,2,2,8,31,55
St. Kitts and Nevis,Americas,c,2018,F,1,1,4,3,3,10,4,4,4,4,16,4,3,3,10,0,N/A,36,3,4,4,4,15,4,4,4,12,4,3,3,3,13,4,3,3,3,13,53,89
St. Lucia,Americas,c,2018,F,1,1,4,4,3,11,4,4,4,4,16,4,3,4,11,0,N/A,38,3,4,4,4,15,4,4,4,12,3,3,3,3,12,4,4,3,3,14,53,91
St. Vincent and the Grenadines,Americas,c,2018,F,1,1,4,4,3,11,4,4,4,3,15,4,3,3,10,0,N/A,36,3,4,4,4,15,4,4,4,12,3,3,4,3,13,4,4,3,3,14,54,90
Sudan,SSA,c,2018,NF,7,7,1,1,0,2,1,1,1,1,4,1,0,0,1,3,N/A,4,0,0,1,1,2,0,1,0,1,0,0,0,0,0,0,1,0,0,1,4,8
Suriname,Americas,c,2018,F,2,2,4,4,4,12,4,4,3,3,14,4,2,2,8,0,N/A,34,3,4,4,4,15,4,4,3,11,2,1,3,2,8,3,2,3,2,10,44,78
Sweden,Europe,c,2018,F,1,1,4,4,4,12,4,4,4,4,16,4,4,4,12,0,N/A,40,4,4,4,4,16,4,4,4,12,4,4,4,4,16,4,4,4,4,16,60,100
Switzerland,Europe,c,2018,F,1,1,4,4,4,12,4,4,4,3,15,4,4,4,12,0,N/A,39,4,3,4,4,15,4,4,4,12,4,4,4,3,15,4,4,4,3,15,57,96
Syria,MENA,c,2018,NF,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,N/A,-3,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1
Taiwan,Asia,c,2018,F,1,1,4,4,4,12,4,4,3,4,15,4,3,3,10,0,N/A,37,4,4,4,4,16,4,4,3,11,4,4,4,3,15,4,3,4,3,14,56,93
Tajikistan,Eurasia,c,2018,NF,7,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,N/A,1,0,0,1,1,2,0,1,1,2,1,0,0,1,2,1,1,1,1,4,10,11
Tanzania,SSA,c,2018,PF,4,4,3,2,2,7,2,2,3,2,9,2,2,2,6,0,N/A,22,1,3,2,1,7,2,2,2,6,2,2,2,2,8,3,2,2,2,9,30,52
Thailand,Asia,c,2018,NF,6,5,0,0,0,0,1,1,0,1,3,0,2,1,3,0,N/A,6,1,3,1,1,6,1,1,2,4,1,1,1,2,5,3,2,3,2,10,25,31
The Gambia,SSA,c,2018,PF,4,5,2,3,2,7,2,3,2,2,9,2,1,1,4,0,N/A,20,2,2,1,2,7,1,2,2,5,1,0,1,1,3,2,2,1,1,6,21,41
Tibet,Asia,t,2018,NF,7,7,0,0,0,0,0,0,0,0,0,0,1,0,1,3,N/A,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,3,1
Timor-Leste,Asia,c,2018,F,2,3,4,4,3,11,4,4,3,3,14,3,2,2,7,0,N/A,32,3,3,4,3,13,3,3,2,8,1,1,3,2,7,3,2,2,2,9,37,69
Togo,SSA,c,2018,PF,4,4,2,2,2,6,2,1,2,2,7,2,1,2,5,0,N/A,18,2,3,2,2,9,1,2,3,6,2,2,2,1,7,2,2,1,2,7,29,47
Tonga,Asia,c,2018,F,2,2,3,3,3,9,4,4,3,3,14,3,2,2,7,0,N/A,30,2,4,3,3,12,3,3,3,9,3,3,3,3,12,4,3,3,2,12,45,75
Transnistria,Eurasia,t,2018,NF,6,6,1,1,1,3,1,2,1,1,5,1,0,1,2,0,N/A,10,0,2,1,2,5,1,1,0,2,0,0,1,1,2,2,1,1,1,5,14,24
Trinidad and Tobago,Americas,c,2018,F,2,2,4,4,3,11,3,4,3,3,13,4,2,3,9,0,N/A,33,4,3,4,4,15,4,4,3,11,3,2,2,2,9,4,3,3,3,13,48,81
Tunisia,MENA,c,2018,F,2,3,4,4,2,10,4,4,3,3,14,3,1,2,6,0,N/A,30,2,3,3,4,12,3,3,3,9,2,2,3,2,9,3,2,3,2,10,40,70
Turkey,Europe,c,2018,NF,5,6,2,3,1,6,2,1,3,1,7,2,1,0,3,0,N/A,16,1,2,1,1,5,1,1,1,3,1,0,0,1,2,1,1,2,2,6,16,32
Turkmenistan,Eurasia,c,2018,NF,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,3,4,4
Tuvalu,Asia,c,2018,F,1,1,4,4,4,12,4,4,4,3,15,4,3,3,10,0,N/A,37,4,4,4,4,16,4,4,4,12,4,4,4,3,15,4,4,3,3,14,57,94
Uganda,SSA,c,2018,PF,6,4,1,1,1,3,1,1,1,2,5,1,1,1,3,0,N/A,11,2,3,3,3,11,1,1,2,4,1,1,1,1,4,2,2,1,2,7,26,37
Ukraine,Eurasia,c,2018,PF,3,3,4,3,2,9,3,3,2,3,11,3,1,2,6,0,N/A,26,2,3,3,3,11,3,3,3,9,1,2,1,2,6,3,2,3,2,10,36,62
United Arab Emirates,MENA,c,2018,NF,7,6,0,1,0,1,0,0,1,1,2,0,2,0,2,0,N/A,5,0,1,1,1,3,1,0,1,2,0,1,1,1,3,1,1,1,1,4,12,17
United Kingdom,Europe,c,2018,F,1,1,4,4,4,12,4,4,4,4,16,4,4,4,12,0,N/A,40,4,4,3,3,14,4,4,4,12,4,4,3,3,14,4,4,3,3,14,54,94
United States,Americas,c,2018,F,2,1,3,4,3,10,4,4,3,3,14,3,3,3,9,0,N/A,33,4,4,4,4,16,3,4,3,10,3,3,3,3,12,4,4,4,3,15,53,86
Uruguay,Americas,c,2018,F,1,1,4,4,4,12,4,4,4,4,16,4,4,4,12,0,N/A,40,4,4,4,4,16,4,4,4,12,4,3,4,4,15,4,4,4,3,15,58,98
Uzbekistan,Eurasia,c,2018,NF,7,7,0,0,0,0,0,0,0,0,0,0,0,1,1,0,N/A,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,1,1,1,4,6,7
Vanuatu,Asia,c,2018,F,2,2,3,4,3,10,4,4,4,3,15,3,2,3,8,0,N/A,33,3,4,4,4,15,4,4,3,11,3,2,3,3,11,4,3,2,2,11,48,81
Venezuela,Americas,c,2018,NF,6,5,2,0,0,2,1,1,1,3,6,0,0,0,0,0,N/A,8,1,3,2,2,8,0,1,1,2,0,0,0,1,1,2,1,3,1,7,18,26
Vietnam,Asia,c,2018,NF,7,5,0,0,0,0,0,0,0,1,1,0,1,1,2,0,N/A,3,1,1,1,1,4,1,0,0,1,1,1,1,1,4,2,1,3,2,8,17,20
West Bank,MENA,t,2018,NF,7,5,0,0,2,2,1,0,1,2,4,0,1,1,2,3,N/A,5,1,2,2,3,8,1,2,2,5,2,2,0,1,5,1,1,2,1,5,23,28
Western Sahara,MENA,t,2018,NF,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,N/A,-3,0,2,0,1,3,0,0,0,0,0,0,0,0,0,1,1,2,0,4,7,4
Yemen,MENA,c,2018,NF,7,6,0,0,0,0,1,0,0,0,1,0,0,0,0,0,N/A,1,1,2,1,1,5,1,1,1,3,1,0,0,1,2,0,1,1,0,2,12,13
Zambia,SSA,c,2018,PF,4,4,2,2,2,6,2,2,3,3,10,2,2,2,6,0,N/A,22,1,3,3,3,10,2,2,3,7,2,2,2,2,8,3,2,2,1,8,33,55
Zimbabwe,SSA,c,2018,NF,6,5,0,1,1,2,2,2,1,1,6,0,1,1,2,0,N/A,10,1,3,2,2,8,1,2,1,4,2,0,0,1,3,2,1,1,1,5,20,30
Abkhazia,Eurasia,t,2017,PF,4,5,3,2,1,6,2,3,2,1,8,1,1,2,4,0,0,18,2,2,1,3,8,3,2,1,6,1,1,1,1,4,1,1,2,1,5,23,41
Afghanistan,Asia,c,2017,NF,6,6,1,0,1,2,2,1,1,2,6,1,1,0,2,0,0,10,2,1,1,2,6,2,1,1,4,1,0,0,1,2,0,1,0,1,2,14,24
Albania,Europe,c,2017,PF,3,3,3,3,2,8,3,4,3,3,13,3,2,2,7,0,0,28,2,4,3,4,13,4,3,2,9,2,2,2,3,9,3,2,2,2,9,40,68
Algeria,MENA,c,2017,NF,6,5,1,2,1,4,1,1,1,1,4,1,1,1,3,0,0,11,1,1,2,3,7,2,1,2,5,1,1,1,2,5,2,2,2,1,7,24,35
Andorra,Europe,c,2017,F,1,1,4,4,4,12,4,4,4,3,15,4,4,4,12,0,0,39,3,4,4,4,15,4,4,3,11,4,4,4,3,15,4,3,4,4,15,56,95
Angola,SSA,c,2017,NF,6,6,0,2,1,3,2,1,1,2,6,1,0,0,1,0,0,10,1,1,2,1,5,1,1,1,3,1,1,0,1,3,1,1,1,0,3,14,24
Antigua and Barbuda,Americas,c,2017,F,2,2,4,4,4,12,3,4,3,3,13,3,2,3,8,0,0,33,3,4,4,4,15,3,3,3,9,3,3,4,3,13,4,3,3,3,13,50,83
Argentina,Americas,c,2017,F,2,2,4,4,3,11,4,3,4,3,14,3,2,3,8,0,0,33,2,4,4,4,14,4,4,3,11,2,3,2,3,10,4,3,4,3,14,49,82
Armenia,Eurasia,c,2017,PF,5,4,1,2,2,5,2,2,1,2,7,1,1,2,4,0,0,16,2,2,2,3,9,2,2,2,6,1,1,1,2,5,3,2,2,2,9,29,45
Australia,Asia,c,2017,F,1,1,4,4,4,12,4,4,4,4,16,4,4,4,12,0,0,40,4,4,4,4,16,4,4,4,12,4,4,4,3,15,4,4,4,3,15,58,98
Austria,Europe,c,2017,F,1,1,4,4,4,12,4,4,4,3,15,4,3,3,10,0,0,37,4,4,4,4,16,4,4,4,12,4,4,4,3,15,4,4,4,3,15,58,95
Azerbaijan,Eurasia,c,2017,NF,7,6,0,0,1,1,1,0,1,0,2,0,1,0,1,0,0,4,0,0,1,1,2,0,0,1,1,0,1,0,1,2,1,1,2,1,5,10,14
Bahamas,Americas,c,2017,F,1,1,4,4,4,12,4,4,4,4,16,4,3,3,10,0,0,38,3,4,4,4,15,4,4,4,12,3,4,4,2,13,3,4,3,3,13,53,91
Bahrain,MENA,c,2017,NF,7,6,0,1,1,2,0,0,0,0,0,1,2,0,3,3,0,2,0,1,0,1,2,0,0,1,1,0,1,0,0,1,1,2,2,1,6,10,12
Bangladesh,Asia,c,2017,PF,4,4,2,2,3,7,2,1,2,3,8,2,1,2,5,0,0,20,1,2,2,2,7,2,2,2,6,2,1,1,1,5,3,2,2,2,9,27,47
Barbados,Americas,c,2017,F,1,1,4,4,4,12,4,4,4,4,16,4,4,4,12,0,0,40,4,4,4,4,16,4,4,4,12,4,4,4,3,15,4,4,3,4,15,58,98
Belarus,Eurasia,c,2017,NF,7,6,0,0,0,0,1,1,1,1,4,0,1,0,1,0,0,5,1,1,0,1,3,1,1,1,3,0,1,0,1,2,2,2,2,1,7,15,20
Belgium,Europe,c,2017,F,1,1,4,4,4,12,4,4,4,4,16,4,4,4,12,0,0,40,4,3,4,4,15,4,4,4,12,4,3,3,3,13,4,4,4,3,15,55,95
Belize,Americas,c,2017,F,1,2,4,4,4,12,4,4,4,2,14,4,2,4,10,0,0,36,3,4,4,4,15,3,4,4,11,3,3,3,3,12,4,3,3,3,13,51,87
Benin,SSA,c,2017,F,2,2,3,3,3,9,4,4,4,4,16,3,2,3,8,0,0,33,3,4,4,4,15,4,4,4,12,3,3,3,3,12,3,3,2,2,10,49,82
Bhutan,Asia,c,2017,PF,3,4,3,4,3,10,3,4,2,1,10,3,3,3,9,1,0,28,2,2,2,3,9,2,1,1,4,3,1,1,1,6,2,2,2,2,8,27,55
Bolivia,Americas,c,2017,PF,3,3,4,4,3,11,3,2,3,3,11,3,2,2,7,0,0,29,2,4,4,4,14,3,3,3,9,1,1,2,2,6,3,2,3,2,10,39,68
Bosnia and Herzegovina,Europe,c,2017,PF,4,4,3,2,2,7,3,3,2,2,10,2,1,1,4,0,0,21,2,3,2,3,10,3,2,2,7,1,2,2,2,7,3,2,3,2,10,34,55
Botswana,SSA,c,2017,F,3,2,3,4,3,10,3,2,3,2,10,3,3,2,8,0,0,28,2,4,3,3,12,4,4,2,10,3,3,3,2,11,3,3,2,3,11,44,72
Brazil,Americas,c,2017,F,2,2,4,3,4,11,4,4,3,3,14,2,2,2,6,0,0,31,3,4,4,4,15,3,4,3,10,3,2,2,3,10,4,3,3,3,13,48,79
Brunei,Asia,c,2017,NF,6,5,0,0,0,0,1,0,1,1,3,0,2,1,3,0,1,7,1,1,2,2,6,1,1,1,3,1,2,2,1,6,2,2,1,2,7,22,29
Bulgaria,Europe,c,2017,F,2,2,4,4,3,11,4,4,3,3,14,4,2,2,8,0,0,33,3,3,4,4,14,4,4,3,11,3,2,3,2,10,4,3,3,2,12,47,80
Burkina Faso,SSA,c,2017,PF,4,3,2,2,3,7,2,3,2,3,10,2,2,2,6,0,0,23,3,4,3,4,14,3,3,3,9,2,2,2,2,8,3,2,2,2,9,40,63
Burundi,SSA,c,2017,NF,7,6,0,0,1,1,1,0,0,3,4,0,0,0,0,0,0,5,0,3,2,1,6,0,1,1,2,0,0,0,1,1,1,2,1,1,5,14,19
Cabo Verde,SSA,c,2017,F,1,1,4,4,4,12,4,4,4,3,15,4,3,3,10,0,0,37,3,4,4,4,15,4,4,3,11,4,3,4,3,14,4,3,3,3,13,53,90
Cambodia,Asia,c,2017,NF,6,5,1,1,2,4,1,1,1,1,4,1,1,1,3,0,0,11,1,3,2,2,8,1,1,1,3,0,1,1,1,3,2,1,2,1,6,20,31
Cameroon,SSA,c,2017,NF,6,6,1,1,1,3,1,0,1,1,3,1,1,1,3,0,0,9,1,2,2,2,7,1,1,1,3,0,1,0,0,1,1,1,1,1,4,15,24
Canada,Americas,c,2017,F,1,1,4,4,4,12,4,4,4,4,16,4,4,4,12,0,0,40,4,4,4,4,16,4,4,4,12,4,4,4,3,15,4,4,4,4,16,59,99
Central African Republic,SSA,c,2017,NF,7,7,1,1,1,3,1,1,0,0,2,0,0,0,0,1,0,4,1,0,2,1,4,0,0,1,1,0,0,0,0,0,0,0,1,0,1,6,10
Chad,SSA,c,2017,NF,7,6,1,0,1,2,1,0,0,0,1,1,0,0,1,0,0,4,1,1,2,2,6,1,1,2,4,0,1,0,0,1,1,1,0,1,3,14,18
Chile,Americas,c,2017,F,1,1,4,4,4,12,4,4,4,3,15,4,3,3,10,0,0,37,4,4,4,4,16,4,4,4,12,4,4,3,3,14,4,4,4,3,15,57,94
China,Asia,c,2017,NF,7,6,0,0,0,0,0,0,0,1,1,0,1,1,2,2,0,1,1,0,1,1,3,1,1,1,3,1,1,0,0,2,1,1,2,2,6,14,15
Colombia,Americas,c,2017,PF,3,3,4,3,3,10,3,3,2,3,11,3,2,3,8,0,0,29,2,4,3,3,12,2,2,1,5,3,1,2,2,8,3,2,3,2,10,35,64
Comoros,SSA,c,2017,PF,3,4,3,3,3,9,3,3,3,2,11,2,1,1,4,0,0,24,2,2,3,3,10,2,2,3,7,2,2,2,2,8,2,2,1,1,6,31,55
Congo (Brazzaville),SSA,c,2017,NF,7,5,0,1,0,1,1,0,0,1,2,0,1,1,2,0,0,5,1,3,1,2,7,1,2,3,6,0,1,1,0,2,2,2,2,1,7,22,27
Congo (Kinshasa),SSA,c,2017,NF,7,6,0,0,0,0,1,0,1,1,3,0,0,1,1,0,0,4,1,3,2,2,8,1,1,1,3,0,0,0,0,0,1,1,1,1,4,15,19
Costa Rica,Americas,c,2017,F,1,1,4,4,4,12,4,4,4,3,15,4,3,4,11,0,0,38,4,4,4,4,16,4,4,3,11,4,3,3,3,13,4,3,3,3,13,53,91
Cote d'Ivoire,SSA,c,2017,PF,4,4,3,2,2,7,2,2,2,2,8,3,1,1,5,0,0,20,2,3,3,3,11,2,3,3,8,1,1,2,2,6,2,2,1,2,7,32,52
Crimea,Eurasia,t,2017,NF,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,1,1,1,3,0,0,1,1,0,0,0,0,0,1,1,2,2,6,10,9
Croatia,Europe,c,2017,F,1,2,4,4,4,12,4,4,4,3,15,4,3,3,10,0,0,37,3,3,4,4,14,4,4,4,12,3,3,3,2,11,4,3,3,3,13,50,87
Cuba,Americas,c,2017,NF,7,6,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,3,0,1,5,0,0,0,0,0,1,1,1,3,1,1,3,1,6,14,15
Cyprus,Europe,c,2017,F,1,1,4,4,3,11,4,4,4,4,16,4,3,4,11,0,0,38,4,4,3,4,15,4,4,4,12,4,4,4,3,15,3,4,4,3,14,56,94
Czech Republic,Europe,c,2017,F,1,1,4,4,4,12,4,4,4,3,15,4,3,4,11,0,0,38,4,3,4,4,15,4,4,4,12,3,4,4,3,14,4,4,4,3,15,56,94
Denmark,Europe,c,2017,F,1,1,4,4,4,12,4,4,4,4,16,4,4,4,12,0,0,40,4,4,4,4,16,4,4,4,12,4,3,4,3,14,4,4,3,4,15,57,97
Djibouti,SSA,c,2017,NF,6,5,0,1,1,2,1,0,1,1,3,0,1,1,2,0,0,7,1,1,2,2,6,0,1,2,3,0,2,1,1,4,2,2,1,1,6,19,26
Dominica,Americas,c,2017,F,1,1,4,4,4,12,4,4,4,4,16,4,3,3,10,0,0,38,3,4,4,4,15,4,4,4,12,4,4,4,3,15,4,4,3,4,15,57,95
Dominican Republic,Americas,c,2017,PF,3,3,3,3,3,9,3,3,3,1,10,3,2,3,8,0,0,27,2,4,4,4,14,3,4,3,10,3,2,2,1,8,2,3,2,2,9,41,68
Ecuador,Americas,c,2017,PF,3,4,3,3,1,7,3,2,3,3,11,3,1,2,6,0,0,24,1,4,3,3,11,2,2,2,6,1,1,2,2,6,3,2,3,2,10,33,57
Egypt,MENA,c,2017,NF,6,5,1,1,1,3,1,0,1,2,4,0,1,1,2,0,0,9,1,1,1,2,5,1,1,2,4,1,0,0,1,2,1,2,2,1,6,17,26
El Salvador,Americas,c,2017,F,2,3,4,3,4,11,4,4,3,3,14,3,3,3,9,0,0,34,2,4,3,3,12,3,3,2,8,3,2,1,2,8,2,2,2,2,8,36,70
Equatorial Guinea,SSA,c,2017,NF,7,7,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,2,1,1,4,0,0,0,0,0,0,0,0,0,1,1,1,0,3,7,8
Eritrea,SSA,c,2017,NF,7,7,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,3
Estonia,Europe,c,2017,F,1,1,4,4,4,12,4,4,4,3,15,4,3,4,11,0,0,38,4,4,4,4,16,4,4,4,12,4,3,4,3,14,4,4,3,3,14,56,94
Eswatini,SSA,c,2017,NF,7,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,3,1,2,7,0,1,1,2,1,1,1,1,4,1,1,1,1,4,17,18
Ethiopia,SSA,c,2017,NF,7,6,0,0,1,1,0,0,0,0,0,0,2,1,3,0,0,4,0,2,0,0,2,0,0,0,0,1,0,0,1,2,1,1,1,1,4,8,12
Fiji,Asia,c,2017,PF,3,4,3,2,3,8,3,1,3,3,10,3,2,2,7,0,0,25,2,4,3,3,12,1,2,2,5,2,1,2,2,7,3,3,2,2,10,34,59
Finland,Europe,c,2017,F,1,1,4,4,4,12,4,4,4,4,16,4,4,4,12,0,0,40,4,4,4,4,16,4,4,4,12,4,4,4,4,16,4,4,4,4,16,60,100
France,Europe,c,2017,F,1,2,4,4,4,12,4,4,4,3,15,4,3,4,11,0,0,38,4,3,4,3,14,3,4,4,11,4,3,3,3,13,4,4,3,3,14,52,90
Gabon,SSA,c,2017,NF,6,5,0,1,1,2,1,0,1,1,3,1,1,1,3,0,0,8,1,3,3,2,9,1,1,2,4,1,2,2,1,6,2,1,1,1,5,24,32
Gaza Strip,MENA,t,2017,NF,7,6,0,0,0,0,1,0,0,1,2,0,1,0,1,0,0,3,0,1,1,2,4,1,1,1,3,0,0,0,0,0,0,1,1,0,2,9,12
Georgia,Eurasia,c,2017,PF,3,3,3,3,3,9,3,3,3,2,11,2,2,3,7,0,0,27,2,2,4,3,11,3,3,2,8,2,2,2,2,8,3,2,3,2,10,37,64
Germany,Europe,c,2017,F,1,1,4,4,4,12,4,4,4,3,15,4,4,4,12,0,0,39,4,3,4,4,15,4,4,4,12,4,4,3,3,14,4,4,4,3,15,56,95
Ghana,SSA,c,2017,F,1,2,4,4,4,12,4,4,4,3,15,4,3,3,10,0,0,37,3,3,4,4,14,4,4,3,11,2,3,3,3,11,3,3,2,2,10,46,83
Greece,Europe,c,2017,F,2,2,4,4,4,12,4,4,4,3,15,3,2,3,8,0,0,35,3,3,4,4,14,3,4,4,11,3,3,3,2,11,4,3,3,3,13,49,84
Grenada,Americas,c,2017,F,1,2,4,4,4,12,4,4,4,4,16,4,3,3,10,0,0,38,3,4,4,4,15,4,4,3,11,3,3,3,3,12,4,3,3,3,13,51,89
