C.,S.,C. & S.,Basic data and indicators,...5,...6,...7,...8,Units,Notes,Series,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,...37
56,0,56-0,BELGIUM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Arrivals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1/ Due to a change in the methodology, from 2015 the data are not comparable with those of previous years."
56,1.1,56-1.1,NA,NA,Total arrivals,NA,NA,Thousands,NA,NA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,NA
56,1.2,56-1.2,NA,NA,NA,Overnights visitors (tourists),NA,Thousands,1/,TCE,5560,5829,6037,6179,6369,6457,6452,6720,6690,6710,6747,6995,7045,7165,6815,7186,7494,7560,7684,7887,8355,7481,8385,9119,..,NA
56,1.3,56-1.3,NA,NA,NA,Same-day visitors (excursionists),NA,Thousands,NA,NA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,NA
56,1.4,56-1.4,NA,NA,NA,"of which, cruise passengers","of which, cruise passengers",Thousands,NA,NA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,NA
84,0,84-0,BELIZE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Arrivals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,1.1,84-1.1,NA,NA,Total arrivals,NA,NA,Thousands,NA,VF,342,349,305,300,340,374,385,694,999,1329,1037,903,880,846,941,1054,1106,1028,1022,1289,1299,1391,1441,1697,..,NA
84,1.2,84-1.2,NA,NA,NA,Overnights visitors (tourists),NA,Thousands,NA,TF,131,133,146,176,181,196,196,200,221,231,237,247,251,245,232,242,250,277,294,321,341,386,427,489,..,NA
84,1.3,84-1.3,NA,NA,NA,Same-day visitors (excursionists),NA,Thousands,NA,NA,211,216,159,124,159,178,189,494,778,1098,800,656,629,601,709,812,856,751,728,968,958,1005,1014,1208,..,NA
84,1.4,84-1.4,NA,NA,NA,"of which, cruise passengers","of which, cruise passengers",Thousands,NA,NA,8,1,3,14,34,58,48,320,575,851,800,656,624,597,705,779,735,641,677,968,958,1005,1014,1208,..,NA
204,0,204-0,BENIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Arrivals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
204,1.1,204-1.1,NA,NA,Total arrivals,NA,NA,Thousands,NA,VF,580,516,541,575,941,1068,1155,853,850,845,960,975,1010,1027,..,..,222,232,252,265,279,292,307,322,..,NA
204,1.2,204-1.2,NA,NA,NA,Overnights visitors (tourists),NA,Thousands,NA,TF,138,143,148,152,80,96,88,72,175,174,176,180,186,188,190,199,209,220,231,242,255,267,281,295,..,NA
204,1.3,204-1.3,NA,NA,NA,Same-day visitors (excursionists),NA,Thousands,NA,NA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11,12,21,23,24,25,26,27,..,NA
204,1.4,204-1.4,NA,NA,NA,"of which, cruise passengers","of which, cruise passengers",Thousands,NA,NA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1,2,6,7,8,9,11,12,..,NA
60,0,60-0,BERMUDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Arrivals,NA,NA,NA,NA,1/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1/ Excluding nationals residing abroad.
2/ Arrivals by air."
60,1.1,60-1.1,NA,NA,Total arrivals,NA,NA,Thousands,NA,VF,557,570,562,558,549,539,458,484,483,478,517,635,660,550,554,580,652,610,576,580,597,642,688,766,805,NA
60,1.2,60-1.2,NA,NA,NA,Overnights visitors (tourists),NA,Thousands,2/,TF,387,390,380,370,355,332,278,284,257,272,270,299,306,264,236,232,236,232,236,224,220,244,270,282,269,NA
60,1.3,60-1.3,NA,NA,NA,Same-day visitors (excursionists),NA,Thousands,NA,NA,170,182,182,188,194,207,180,200,226,206,247,336,354,286,318,348,416,378,340,356,377,398,418,484,536,NA
60,1.4,60-1.4,NA,NA,NA,"of which, cruise passengers","of which, cruise passengers",Thousands,NA,NA,170,182,182,188,194,207,180,200,226,206,247,336,354,286,318,348,416,378,340,356,377,398,418,484,536,NA
64,0,64-0,BHUTAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Arrivals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/ The huge margin of difference from 2010 as compared to the previous years is because starting from 2010 the regional high end tourists are included in the total figures.
64,1.1,64-1.1,NA,NA,Total arrivals,NA,NA,Thousands,NA,NA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,NA
64,1.2,64-1.2,NA,NA,NA,Overnights visitors (tourists),NA,Thousands,1/,TF,4.8,5.2,5.4,6.2,7.2,7.6,6.4,5.6,6.3,9.1999999999999993,13.6,17.3,21,28,23,41,66,105,116,133,155,210,255,274,316,NA
64,1.3,64-1.3,NA,NA,NA,Same-day visitors (excursionists),NA,Thousands,NA,NA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,NA
64,1.4,64-1.4,NA,NA,NA,"of which, cruise passengers","of which, cruise passengers",Thousands,NA,NA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,NA
68,0,68-0,"BOLIVIA, PLURINATIONAL STATE OF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Arrivals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,1.1,68-1.1,NA,NA,Total arrivals,NA,NA,Thousands,NA,NA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,NA
68,1.2,68-1.2,NA,NA,NA,Overnights visitors (tourists),NA,Thousands,NA,TF,284,313,355,387,342,319,316,334,427,480,524,521,573,594,599,679,711,798,798,871,882,961,1109,1142,..,NA
68,1.3,68-1.3,NA,NA,NA,Same-day visitors (excursionists),NA,Thousands,NA,NA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,NA
68,1.4,68-1.4,NA,NA,NA,"of which, cruise passengers","of which, cruise passengers",Thousands,NA,NA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,NA
534,0,534-0,BONAIRE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Arrivals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
534,1.1,534-1.1,NA,NA,Total arrivals,NA,NA,Thousands,NA,VF,70,80,86,85,78,96,94,94,107,116,103,126,172,250,280,297,..,..,..,..,..,..,..,..,..,NA
534,1.2,534-1.2,NA,NA,NA,Overnights visitors (tourists),NA,Thousands,NA,TF,59,65,63,62,61,51,50,52,62,63,63,64,74,74,67,71,..,..,..,..,..,..,..,..,..,NA
534,1.3,534-1.3,NA,NA,NA,Same-day visitors (excursionists),NA,Thousands,NA,NA,11,15,23,23,17,45,44,42,45,53,40,62,98,176,213,226,..,..,..,..,..,..,..,..,..,NA
534,1.4,534-1.4,NA,NA,NA,"of which, cruise passengers","of which, cruise passengers",Thousands,NA,NA,11,15,20,20,15,44,43,42,45,53,40,62,98,176,213,226,..,..,..,..,..,..,..,..,..,NA
70,0,70-0,BOSNIA AND HERZEGOVINA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Arrivals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,1.1,70-1.1,NA,NA,Total arrivals,NA,NA,Thousands,NA,NA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,NA
70,1.2,70-1.2,NA,NA,NA,Overnights visitors (tourists),NA,Thousands,NA,TCE,..,..,115,148,147,171,139,160,165,190,217,256,306,322,311,365,392,439,529,536,678,778,923,1053,..,NA
70,1.3,70-1.3,NA,NA,NA,Same-day visitors (excursionists),NA,Thousands,NA,NA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,NA
70,1.4,70-1.4,NA,NA,NA,"of which, cruise passengers","of which, cruise passengers",Thousands,NA,NA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,NA
72,0,72-0,BOTSWANA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Arrivals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,1.1,72-1.1,NA,NA,Total arrivals,NA,NA,Thousands,NA,VF,636,656,765,940,1039,1306,1451,1485,1592,1727,1684,1642,1965,2344,..,..,..,..,..,..,1660,1712,1775,1830,..,NA
72,1.2,72-1.2,NA,NA,NA,Overnights visitors (tourists),NA,Thousands,NA,TF,521,512,607,750,843,1104,1193,1274,1406,1523,1474,1426,1736,2101,1721,1973,..,1614,1544,1966,1528,1574,1623,1655,..,NA
72,1.3,72-1.3,NA,NA,NA,Same-day visitors (excursionists),NA,Thousands,NA,NA,115,144,158,190,196,202,257,211,187,204,210,216,229,243,..,..,..,..,..,..,132,138,152,176,..,NA
72,1.4,72-1.4,NA,NA,NA,"of which, cruise passengers","of which, cruise passengers",Thousands,NA,NA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,NA
76,0,76-0,BRAZIL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Arrivals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/ Including nationals residing abroad.
76,1.1,76-1.1,NA,NA,Total arrivals,NA,NA,Thousands,NA,NA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,NA
76,1.2,76-1.2,NA,NA,NA,Overnights visitors (tourists),NA,Thousands,1/,TF,1991,2666,2850,4818,5107,5313,4773,3785,4133,4794,5358,5017,5026,5050,4802,5161,5433,5677,5813,6430,6306,6547,6589,6621,6353,NA
76,1.3,76-1.3,NA,NA,NA,Same-day visitors (excursionists),NA,Thousands,NA,NA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,NA
76,1.4,76-1.4,NA,NA,NA,"of which, cruise passengers","of which, cruise passengers",Thousands,NA,NA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,NA
92,0,92-0,BRITISH VIRGIN ISLANDS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Arrivals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,1.1,92-1.1,NA,NA,Total arrivals,NA,NA,Thousands,NA,VF,365,412,365,392,484,519,535,544,614,813,821,825,948,934,857,842,831,753,742,773,922,1124,..,..,..,NA
92,1.2,92-1.2,NA,NA,NA,Overnights visitors (tourists),NA,Thousands,NA,TF,219,244,244,279,284,272,296,282,278,304,337,356,358,346,309,330,338,351,366,386,393,408,335,192,..,NA
92,1.3,92-1.3,NA,NA,NA,Same-day visitors (excursionists),NA,Thousands,NA,NA,146,168,121,113,200,247,239,262,336,509,483,469,590,588,548,512,493,402,375.7,386.5,529,717,..,..,..,NA
92,1.4,92-1.4,NA,NA,NA,"of which, cruise passengers","of which, cruise passengers",Thousands,NA,NA,122,160,105,105,182,197,202,230,304,467,449,444,575,572,530,501,485,391,367,361,516,699,410,201,..,NA
96,0,96-0,BRUNEI DARUSSALAM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Arrivals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/ Arrivals by air.
96,1.1,96-1.1,NA,NA,Total arrivals,NA,NA,Thousands,NA,VF,498,837,643,964,967,984,840,891,944,..,815,836,877,..,..,..,..,..,..,..,..,..,4316,4521,4449,NA
96,1.2,96-1.2,NA,NA,NA,Overnights visitors (tourists),NA,Thousands,1/,TF,..,..,..,..,..,..,..,..,..,119,126,158,179,226,157,214,242,209,225,201,218,219,259,278,333,NA
96,1.3,96-1.3,NA,NA,NA,Same-day visitors (excursionists),NA,Thousands,NA,NA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11,19,15,NA
96,1.4,96-1.4,NA,NA,NA,"of which, cruise passengers","of which, cruise passengers",Thousands,NA,NA,..,..,..,..,..,..,..,..,..,..,4,1,..,..,..,..,..,..,..,..,..,..,11,19,15,NA
100,0,100-0,BULGARIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Arrivals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/ Transit visitors.
100,1.1,100-1.1,NA,NA,Total arrivals,NA,NA,Thousands,NA,VF,8005,6811,7543,5240,5056,4922,5104,5563,6241,6982,7282,7499,7726,8533,7873,8374,8713,8867,9192,9409,9317,10604,11596,12368,12552,NA
100,1.2,100-1.2,NA,NA,NA,Overnights visitors (tourists),NA,Thousands,NA,TF,3466,2795,2980,2667,2472,2785,3186,3433,4048,4630,4837,5158,5151,5780,5739,6047,6328,6541,6898,7311,7099,8252,8883,9273,9312,NA
100,1.3,100-1.3,NA,NA,NA,Same-day visitors (excursionists),NA,Thousands,1/,NA,4539,4016,4563,2573,2584,2137,1918,2130,2193,2352,2445,2341,2574,2753,2134,2327,2385,2326,2294,2098,2218,2352,2713,3095,3240,NA
100,1.4,100-1.4,NA,NA,NA,"of which, cruise passengers","of which, cruise passengers",Thousands,NA,NA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,NA
854,0,854-0,BURKINA FASO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Arrivals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
854,1.1,854-1.1,NA,NA,Total arrivals,NA,NA,Thousands,NA,NA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,NA
854,1.2,854-1.2,NA,NA,NA,Overnights visitors (tourists),NA,Thousands,NA,THS,124,131,138,160,117,126,128,150,163,222,245,264,289,272,269,274,238,237,218,191,163,152,143,144,..,NA
854,1.3,854-1.3,NA,NA,NA,Same-day visitors (excursionists),NA,Thousands,NA,NA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,NA
854,1.4,854-1.4,NA,NA,NA,"of which, cruise passengers","of which, cruise passengers",Thousands,NA,NA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,NA
108,0,108-0,BURUNDI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Arrivals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/ Including nationals residing abroad. From 2010: break in the series due to implementation of improved methodology for distinguishing visitors (tourists) from other travellers.
108,1.1,108-1.1,NA,NA,Total arrivals,NA,NA,Thousands,NA,NA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,NA
108,1.2,108-1.2,NA,NA,NA,Overnights visitors (tourists),NA,Thousands,1/,TF,34,27,11,15,26,29,36,74,74,133,148,214,192,202,212,142,144,147,234,235,131,187,299,..,..,NA
108,1.3,108-1.3,NA,NA,NA,Same-day visitors (excursionists),NA,Thousands,NA,NA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,NA
108,1.4,108-1.4,NA,NA,NA,"of which, cruise passengers","of which, cruise passengers",Thousands,NA,NA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,NA
132,0,132-0,CABO VERDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Arrivals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/ 1995-1999: arrivals by air. From 2000 arrivals of non-resident tourists in hotels and similar establishments.
132,1.1,132-1.1,NA,NA,Total arrivals,NA,NA,Thousands,NA,NA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,NA
132,1.2,132-1.2,NA,NA,NA,Overnights visitors (tourists),NA,Thousands,1/,THS,28,37,45,52,67,115,134,126,150,157,198,242,267,285,287,336,428,482,503,494,520,598,668,710,758,NA
132,1.3,132-1.3,NA,NA,NA,Same-day visitors (excursionists),NA,Thousands,NA,NA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,NA
132,1.4,132-1.4,NA,NA,NA,"of which, cruise passengers","of which, cruise passengers",Thousands,NA,NA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,NA
116,0,116-0,CAMBODIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Arrivals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/ 1995-1997: arrivals by air. From 1998 arrivals by all means of transport.
116,1.1,116-1.1,NA,NA,Total arrivals,NA,NA,Thousands,NA,NA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,NA
116,1.2,116-1.2,NA,NA,NA,Overnights visitors (tourists),NA,Thousands,1/,TF,220,260,219,287,368,466,605,787,701,1055,1422,1700,2015,2125,2162,2508,2882,3584,4210,4503,4775,5012,5602,6201,..,NA
116,1.3,116-1.3,NA,NA,NA,Same-day visitors (excursionists),NA,Thousands,NA,NA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,NA
116,1.4,116-1.4,NA,NA,NA,"of which, cruise passengers","of which, cruise passengers",Thousands,NA,NA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,NA
120,0,120-0,CAMEROON,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Arrivals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/ 1995-2005: Non-resident tourists staying in hotels and similar establishments.
120,1.1,120-1.1,NA,NA,Total arrivals,NA,NA,Thousands,NA,VF,..,..,..,..,..,..,..,..,..,..,..,451,477,487,498,573,604,817,783,822,897,994,1081,..,..,NA
120,1.2,120-1.2,NA,NA,NA,Overnights visitors (tourists),NA,Thousands,1/,TF,100,145,232,247,262,277,221,226,..,190,176,..,..,480,495,569,600,812,..,..,..,..,..,..,..,NA
120,1.3,120-1.3,NA,NA,NA,Same-day visitors (excursionists),NA,Thousands,NA,NA,..,..,..,..,..,..,..,..,..,..,..,..,..,7,3,4,4,5,..,..,..,..,..,..,..,NA
120,1.4,120-1.4,NA,NA,NA,"of which, cruise passengers","of which, cruise passengers",Thousands,NA,NA,..,..,..,..,..,..,..,..,..,..,..,..,..,1,2,1,1,1,..,..,..,..,..,..,..,NA
124,0,124-0,CANADA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Arrivals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Note: Different types of methodological changes that affect the estimates for 2000 and 2001 for expenditures and characteristics of International Tourists to Canada, have been introduced in 2002. Therefore, Statistics Canada advises not to compare the estimates for 2000 and 2001 with the years prior because of these methodological changes for the non-count estimates (one of the reasons average length of stay numbers are not provided).
1/ Data based on customs counts and adjusted using questionnaire surveys."
124,1.1,124-1.1,NA,NA,Total arrivals,NA,NA,Thousands,1/,VF,41657,43256,45076,48064,49055,48638,47147,44896,38903,38845,36160,33390,30373,27370,24696,25621,25066,25318,25167,25558,27555,30142,31081,31274,..,NA
124,1.2,124-1.2,NA,NA,NA,Overnights visitors (tourists),NA,Thousands,NA,TF,16932,17286,17669,18870,19411,19627,19679,20057,17534,19145,18771,18265,17935,17142,15737,16219,16014,16344,16059,16537,17971,19971,20883,21134,..,NA
124,1.3,124-1.3,NA,NA,NA,Same-day visitors (excursionists),NA,Thousands,1/,NA,24725,25971,27407,29194,29644,29011,27468,24839,21369,19700,17389,15125,12438,10228,8959,9402,9052,8974,9108,9021,9584,10171,10198,10140,..,NA
124,1.4,124-1.4,NA,NA,NA,"of which, cruise passengers","of which, cruise passengers",Thousands,NA,NA,317,369,424,454,544,636,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,NA
136,0,136-0,CAYMAN ISLANDS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Arrivals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/ Arrivals by air.
136,1.1,136-1.1,NA,NA,Total arrivals,NA,NA,Thousands,NA,VF,1044,1173,1248,1275,1431,1385,1549,1878,2113,1953,1967,2197,2008,1856,1792,1886,1710,1829,1721,1993,2102,2097,2147,2384,2334,NA
136,1.2,136-1.2,NA,NA,NA,Overnights visitors (tourists),NA,Thousands,1/,TF,361,373,381,404,395,354,334,303,294,260,168,267,292,303,272,288,309,322,345,383,385,385,418,463,503,NA
136,1.3,136-1.3,NA,NA,NA,Same-day visitors (excursionists),NA,Thousands,NA,NA,683,800,867,871,1036,1031,1215,1575,1819,1693,1799,1930,1716,1553,1520,1598,1401,1507,1376,1610,1717,1712,1728,1921,1831,NA
136,1.4,136-1.4,NA,NA,NA,"of which, cruise passengers","of which, cruise passengers",Thousands,NA,NA,683,800,867,871,1036,1031,1215,1575,1819,1693,1799,1930,1716,1553,1520,1598,1401,1507,1376,1610,1717,1712,1728,1921,1831,NA
140,0,140-0,CENTRAL AFRICAN REPUBLIC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Arrivals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/ Arrivals by air to Bangui only.
140,1.1,140-1.1,NA,NA,Total arrivals,NA,NA,Thousands,NA,NA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,NA
